tiq_codigopais,tiq_fechareserva,tiq_latitud,tiq_longitud,tiq_nombresede,tiq_numeroordenes,tiq_numerotickets,tiq_productodiasemana,tiq_promediodiasreservaanticipada
MX,2023-11-12,6.252391,-75.568911,Museo de Antioquia,1,1,Friday,9.0
MX,2023-11-12,6.252391,-75.568911,Museo de Antioquia,1,2,Monday,0.0
CO,2023-11-12,6.269973,-75.565726,Parque Explora,1,3,Sunday,1.0
CO,2023-11-12,6.223166,-75.580316,Parque de la Conservación Medellín,1,4,Saturday,0.0
CO,2023-11-12,6.269973,-75.565726,Parque Explora,1,3,Thursday,2.0
CO,2023-11-12,6.223166,-75.580316,Parque de la Conservación Medellín,3,5,Thursday,2.0
CR,2023-11-12,6.269973,-75.565726,Parque Explora,1,4,Wednesday,0.0
CO,2023-11-12,6.223166,-75.580316,Parque de la Conservación Medellín,9,31,Sunday,3.2
US,2023-11-12,6.223166,-75.580316,Parque de la Conservación Medellín,1,5,Wednesday,0.0
US,2023-11-12,6.269973,-75.565726,Parque Explora,2,4,Friday,19.5
CO,2023-11-12,6.2726953,-75.5671962,Parque Norte Medellín,1,2,Monday,7.0
CO,2023-11-12,6.2726953,-75.5671962,Parque Norte Medellín,2,4,Wednesday,6.0
BR,2023-11-12,6.252391,-75.568911,Museo de Antioquia,4,8,Sunday,1.0
CO,2023-11-12,6.280371,-75.50265,Parque Arví,1,2,Friday,3.0
US,2023-11-12,6.25184,-75.56359,Medellín Bus Tours,1,5,Wednesday,0.0
CO,2023-11-12,6.269973,-75.565726,Parque Explora,2,4,Friday,0.0
US,2023-11-12,6.280371,-75.50265,Parque Arví,1,2,Tuesday,17.0
CO,2023-11-12,6.223166,-75.580316,Parque de la Conservación Medellín,6,13,Wednesday,0.5
US,2023-11-12,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Saturday,1.0
PL,2023-11-12,6.223166,-75.580316,Parque de la Conservación Medellín,1,1,Saturday,1.0
US,2023-11-12,6.280371,-75.50265,Parque Arví,1,2,Saturday,21.0
CO,2023-11-12,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,2,Wednesday,21.0
PA,2023-11-12,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Wednesday,1.0
CO,2023-11-12,6.269973,-75.565726,Parque Explora,1,3,Saturday,1.0
CO,2023-11-12,6.269973,-75.565726,Parque Explora,1,3,Wednesday,0.0
CO,2023-11-12,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Friday,35.0
ES,2023-11-12,6.269973,-75.565726,Parque Explora,1,1,Thursday,0.0
US,2023-11-12,6.269973,-75.565726,Parque Explora,1,1,Sunday,3.0
MX,2023-11-11,6.252391,-75.568911,Museo de Antioquia,1,1,Friday,9.0
CO,2023-11-11,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Friday,35.0
US,2023-11-11,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Saturday,1.0
CO,2023-11-11,6.2235123,-75.5741647,Museum of Modern Art of Medellín,4,15,Sunday,26.3
US,2023-11-11,6.280371,-75.50265,Parque Arví,1,2,Saturday,21.0
CO,2023-11-11,6.269973,-75.565726,Parque Explora,1,3,Wednesday,0.0
US,2023-11-11,6.269973,-75.565726,Parque Explora,2,4,Friday,19.5
EC,2023-11-11,6.269973,-75.565726,Parque Explora,5,16,Sunday,0.0
US,2023-11-11,6.223166,-75.580316,Parque de la Conservación Medellín,3,6,Sunday,0.3
CO,2023-11-11,6.252391,-75.568911,Museo de Antioquia,3,11,Sunday,35.0
CO,2023-11-11,6.2726953,-75.5671962,Parque Norte Medellín,1,2,Monday,7.0
PA,2023-11-11,6.223166,-75.580316,Parque de la Conservación Medellín,2,10,Sunday,3.0
CO,2023-11-11,6.269973,-75.565726,Parque Explora,1,3,Saturday,1.0
CO,2023-11-11,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,2,Wednesday,21.0
MX,2023-11-11,6.252391,-75.568911,Museo de Antioquia,1,2,Monday,0.0
CO,2023-11-11,6.280371,-75.50265,Parque Arví,1,2,Friday,3.0
CO,2023-11-11,6.269973,-75.565726,Parque Explora,1,3,Thursday,2.0
CO,2023-11-11,6.269973,-75.565726,Parque Explora,2,4,Friday,0.0
US,2023-11-11,6.280371,-75.50265,Parque Arví,1,2,Tuesday,17.0
ES,2023-11-11,6.223166,-75.580316,Parque de la Conservación Medellín,1,3,Sunday,1.0
CO,2023-11-11,6.223166,-75.580316,Parque de la Conservación Medellín,16,49,Sunday,0.7
PA,2023-11-11,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Wednesday,1.0
CO,2023-11-11,6.223166,-75.580316,Parque de la Conservación Medellín,6,13,Wednesday,0.5
CO,2023-11-11,6.269973,-75.565726,Parque Explora,19,56,Sunday,5.5
PL,2023-11-11,6.223166,-75.580316,Parque de la Conservación Medellín,1,1,Saturday,1.0
US,2023-11-11,6.223166,-75.580316,Parque de la Conservación Medellín,1,5,Wednesday,0.0
ES,2023-11-11,6.269973,-75.565726,Parque Explora,1,1,Thursday,0.0
CO,2023-11-11,6.223166,-75.580316,Parque de la Conservación Medellín,1,4,Saturday,0.0
CO,2023-11-11,6.2726953,-75.5671962,Parque Norte Medellín,2,4,Wednesday,6.0
CO,2023-11-11,6.2213143,-75.5915718,Aeroparque Juan Pablo II,3,10,Sunday,0.3
CO,2023-11-11,6.223166,-75.580316,Parque de la Conservación Medellín,3,5,Thursday,2.0
US,2023-11-11,6.25184,-75.56359,Medellín Bus Tours,1,5,Wednesday,0.0
CR,2023-11-11,6.269973,-75.565726,Parque Explora,1,4,Wednesday,0.0
CO,2023-11-10,6.2213143,-75.5915718,Aeroparque Juan Pablo II,3,10,Sunday,0.3
US,2023-11-10,6.223166,-75.580316,Parque de la Conservación Medellín,1,5,Wednesday,0.0
CO,2023-11-10,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,2,Wednesday,21.0
CO,2023-11-10,6.2726953,-75.5671962,Parque Norte Medellín,2,4,Wednesday,6.0
CO,2023-11-10,6.280371,-75.50265,Parque Arví,1,2,Friday,3.0
US,2023-11-10,6.269973,-75.565726,Parque Explora,2,4,Friday,19.5
CR,2023-11-10,6.269973,-75.565726,Parque Explora,1,4,Wednesday,0.0
US,2023-11-10,6.280371,-75.50265,Parque Arví,1,2,Tuesday,17.0
PA,2023-11-10,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Wednesday,1.0
CO,2023-11-10,6.223166,-75.580316,Parque de la Conservación Medellín,6,13,Wednesday,0.5
US,2023-11-10,6.223166,-75.580316,Parque de la Conservación Medellín,3,6,Sunday,0.3
CO,2023-11-10,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Friday,35.0
PA,2023-11-10,6.223166,-75.580316,Parque de la Conservación Medellín,2,10,Sunday,3.0
US,2023-11-10,6.223166,-75.580316,Parque de la Conservación Medellín,2,3,Saturday,0.5
MX,2023-11-10,6.252391,-75.568911,Museo de Antioquia,1,2,Monday,0.0
CO,2023-11-10,6.269973,-75.565726,Parque Explora,1,3,Thursday,2.0
MX,2023-11-10,6.252391,-75.568911,Museo de Antioquia,1,1,Friday,9.0
CO,2023-11-10,6.2235123,-75.5741647,Museum of Modern Art of Medellín,4,15,Sunday,26.3
CO,2023-11-10,6.269973,-75.565726,Parque Explora,2,4,Friday,0.0
CO,2023-11-10,6.252391,-75.568911,Museo de Antioquia,3,11,Sunday,35.0
CO,2023-11-10,6.223166,-75.580316,Parque de la Conservación Medellín,16,49,Sunday,0.7
US,2023-11-10,6.25184,-75.56359,Medellín Bus Tours,1,5,Wednesday,0.0
CO,2023-11-10,6.269973,-75.565726,Parque Explora,7,17,Saturday,5.0
CO,2023-11-10,6.223166,-75.580316,Parque de la Conservación Medellín,3,5,Thursday,2.0
CO,2023-11-10,6.223166,-75.580316,Parque de la Conservación Medellín,6,13,Saturday,5.8
EC,2023-11-10,6.269973,-75.565726,Parque Explora,5,16,Sunday,0.0
ES,2023-11-10,6.223166,-75.580316,Parque de la Conservación Medellín,1,3,Sunday,1.0
CO,2023-11-10,6.2726953,-75.5671962,Parque Norte Medellín,1,2,Monday,7.0
ES,2023-11-10,6.269973,-75.565726,Parque Explora,1,1,Thursday,0.0
CO,2023-11-10,6.269973,-75.565726,Parque Explora,1,3,Wednesday,0.0
CO,2023-11-10,6.269973,-75.565726,Parque Explora,19,56,Sunday,5.5
CO,2023-11-09,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,2,Wednesday,21.0
CO,2023-11-09,6.269973,-75.565726,Parque Explora,1,3,Wednesday,0.0
CO,2023-11-09,6.223166,-75.580316,Parque de la Conservación Medellín,3,5,Thursday,2.0
CO,2023-11-09,6.269973,-75.565726,Parque Explora,2,6,Friday,0.0
ES,2023-11-09,6.223166,-75.580316,Parque de la Conservación Medellín,1,3,Sunday,1.0
CO,2023-11-09,6.269973,-75.565726,Parque Explora,1,3,Thursday,2.0
US,2023-11-09,6.223166,-75.580316,Parque de la Conservación Medellín,1,5,Wednesday,0.0
EC,2023-11-09,6.269973,-75.565726,Parque Explora,5,16,Sunday,0.0
ES,2023-11-09,6.269973,-75.565726,Parque Explora,1,1,Thursday,0.0
ES,2023-11-09,6.280371,-75.50265,Parque Arví,1,2,Friday,93.0
US,2023-11-09,6.252391,-75.568911,Museo de Antioquia,2,2,Friday,0.0
CO,2023-11-09,6.223166,-75.580316,Parque de la Conservación Medellín,6,13,Wednesday,0.5
CR,2023-11-09,6.269973,-75.565726,Parque Explora,1,4,Wednesday,0.0
PA,2023-11-09,6.269973,-75.565726,Parque Explora,1,2,Friday,49.0
US,2023-11-09,6.280371,-75.50265,Parque Arví,1,2,Tuesday,17.0
CO,2023-11-09,6.2235123,-75.5741647,Museum of Modern Art of Medellín,4,15,Sunday,26.3
US,2023-11-09,6.25184,-75.56359,Medellín Bus Tours,1,5,Wednesday,0.0
CO,2023-11-09,6.2213143,-75.5915718,Aeroparque Juan Pablo II,3,10,Sunday,0.3
CO,2023-11-09,6.2726953,-75.5671962,Parque Norte Medellín,2,4,Wednesday,6.0
CO,2023-11-09,6.223166,-75.580316,Parque de la Conservación Medellín,16,49,Sunday,0.7
MX,2023-11-09,6.269973,-75.565726,Parque Explora,1,5,Friday,1.0
CO,2023-11-09,6.223166,-75.580316,Parque de la Conservación Medellín,6,13,Saturday,5.8
CO,2023-11-09,6.269973,-75.565726,Parque Explora,7,17,Saturday,5.0
MX,2023-11-09,6.252391,-75.568911,Museo de Antioquia,1,2,Monday,0.0
US,2023-11-09,6.223166,-75.580316,Parque de la Conservación Medellín,3,6,Sunday,0.3
CO,2023-11-09,6.223166,-75.580316,Parque de la Conservación Medellín,3,6,Friday,4.7
US,2023-11-09,6.223166,-75.580316,Parque de la Conservación Medellín,2,3,Saturday,0.5
AW,2023-11-09,6.25184,-75.56359,Medellín Bus Tours,1,2,Friday,0.0
PA,2023-11-09,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Wednesday,1.0
CO,2023-11-09,6.269973,-75.565726,Parque Explora,19,56,Sunday,5.5
CO,2023-11-09,6.252391,-75.568911,Museo de Antioquia,3,11,Sunday,35.0
CO,2023-11-09,6.2726953,-75.5671962,Parque Norte Medellín,1,2,Monday,7.0
PA,2023-11-09,6.223166,-75.580316,Parque de la Conservación Medellín,2,10,Sunday,3.0
PA,2023-11-08,6.269973,-75.565726,Parque Explora,1,2,Friday,49.0
MX,2023-11-08,6.269973,-75.565726,Parque Explora,1,5,Friday,1.0
CO,2023-11-08,6.223166,-75.580316,Parque de la Conservación Medellín,6,13,Wednesday,0.5
US,2023-11-08,6.280371,-75.50265,Parque Arví,1,2,Tuesday,17.0
CO,2023-11-08,6.223166,-75.580316,Parque de la Conservación Medellín,6,13,Saturday,5.8
CO,2023-11-08,6.223166,-75.580316,Parque de la Conservación Medellín,3,6,Friday,4.7
EC,2023-11-08,6.269973,-75.565726,Parque Explora,5,16,Sunday,0.0
CO,2023-11-08,6.2235123,-75.5741647,Museum of Modern Art of Medellín,4,15,Sunday,26.3
CO,2023-11-08,6.269973,-75.565726,Parque Explora,2,6,Friday,0.0
CO,2023-11-08,6.269973,-75.565726,Parque Explora,1,3,Wednesday,0.0
CO,2023-11-08,6.2726953,-75.5671962,Parque Norte Medellín,2,4,Wednesday,6.0
PA,2023-11-08,6.223166,-75.580316,Parque de la Conservación Medellín,2,10,Sunday,3.0
ES,2023-11-08,6.280371,-75.50265,Parque Arví,1,2,Friday,93.0
CO,2023-11-08,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,2,Wednesday,21.0
CO,2023-11-08,6.269973,-75.565726,Parque Explora,19,56,Sunday,5.5
CO,2023-11-08,6.223166,-75.580316,Parque de la Conservación Medellín,16,49,Sunday,0.7
PA,2023-11-08,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Wednesday,1.0
CO,2023-11-08,6.269973,-75.565726,Parque Explora,7,17,Saturday,5.0
CO,2023-11-08,6.252391,-75.568911,Museo de Antioquia,3,11,Sunday,35.0
US,2023-11-08,6.223166,-75.580316,Parque de la Conservación Medellín,3,6,Sunday,0.3
CO,2023-11-08,6.2726953,-75.5671962,Parque Norte Medellín,1,2,Monday,7.0
CO,2023-11-08,6.2213143,-75.5915718,Aeroparque Juan Pablo II,3,10,Sunday,0.3
CR,2023-11-08,6.269973,-75.565726,Parque Explora,1,4,Wednesday,0.0
US,2023-11-08,6.223166,-75.580316,Parque de la Conservación Medellín,2,3,Saturday,0.5
US,2023-11-08,6.223166,-75.580316,Parque de la Conservación Medellín,1,5,Wednesday,0.0
CO,2023-11-08,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Thursday,0.0
ES,2023-11-08,6.223166,-75.580316,Parque de la Conservación Medellín,1,3,Sunday,1.0
AW,2023-11-08,6.25184,-75.56359,Medellín Bus Tours,1,2,Friday,0.0
US,2023-11-08,6.252391,-75.568911,Museo de Antioquia,2,2,Friday,0.0
US,2023-11-08,6.25184,-75.56359,Medellín Bus Tours,1,5,Wednesday,0.0
MX,2023-11-08,6.252391,-75.568911,Museo de Antioquia,1,2,Monday,0.0
US,2023-11-07,6.223166,-75.580316,Parque de la Conservación Medellín,3,6,Sunday,0.3
MX,2023-11-07,6.269973,-75.565726,Parque Explora,1,5,Friday,1.0
CO,2023-11-07,6.2235123,-75.5741647,Museum of Modern Art of Medellín,4,15,Sunday,26.3
CO,2023-11-07,6.223166,-75.580316,Parque de la Conservación Medellín,16,49,Sunday,0.7
CO,2023-11-07,6.252391,-75.568911,Museo de Antioquia,3,11,Sunday,35.0
US,2023-11-07,6.223166,-75.580316,Parque de la Conservación Medellín,2,3,Saturday,0.5
CO,2023-11-07,6.269973,-75.565726,Parque Explora,2,6,Wednesday,1.5
AW,2023-11-07,6.25184,-75.56359,Medellín Bus Tours,1,2,Friday,0.0
CO,2023-11-07,6.269973,-75.565726,Parque Explora,7,17,Saturday,5.0
CO,2023-11-07,6.2213143,-75.5915718,Aeroparque Juan Pablo II,3,10,Sunday,0.3
CO,2023-11-07,6.269973,-75.565726,Parque Explora,2,6,Friday,0.0
PA,2023-11-07,6.269973,-75.565726,Parque Explora,1,2,Friday,49.0
PA,2023-11-07,6.223166,-75.580316,Parque de la Conservación Medellín,2,10,Sunday,3.0
CO,2023-11-07,6.2726953,-75.5671962,Parque Norte Medellín,1,2,Monday,7.0
MX,2023-11-07,6.252391,-75.568911,Museo de Antioquia,1,2,Monday,0.0
EC,2023-11-07,6.269973,-75.565726,Parque Explora,5,16,Sunday,0.0
US,2023-11-07,6.280371,-75.50265,Parque Arví,1,2,Tuesday,17.0
CO,2023-11-07,6.269973,-75.565726,Parque Explora,19,56,Sunday,5.5
ES,2023-11-07,6.280371,-75.50265,Parque Arví,1,2,Friday,93.0
US,2023-11-07,6.252391,-75.568911,Museo de Antioquia,2,2,Friday,0.0
CO,2023-11-07,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Thursday,0.0
CO,2023-11-07,6.223166,-75.580316,Parque de la Conservación Medellín,1,1,Wednesday,0.0
CO,2023-11-07,6.223166,-75.580316,Parque de la Conservación Medellín,6,13,Saturday,5.8
ES,2023-11-07,6.223166,-75.580316,Parque de la Conservación Medellín,1,3,Sunday,1.0
CO,2023-11-07,6.223166,-75.580316,Parque de la Conservación Medellín,3,6,Friday,4.7
CO,2023-11-06,6.2726953,-75.5671962,Parque Norte Medellín,1,2,Monday,7.0
AW,2023-11-06,6.25184,-75.56359,Medellín Bus Tours,1,2,Friday,0.0
CO,2023-11-06,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Thursday,0.0
CO,2023-11-06,6.223166,-75.580316,Parque de la Conservación Medellín,1,1,Wednesday,0.0
PA,2023-11-06,6.223166,-75.580316,Parque de la Conservación Medellín,2,10,Sunday,3.0
US,2023-11-06,6.223166,-75.580316,Parque de la Conservación Medellín,2,3,Saturday,0.5
CA,2023-11-06,6.269973,-75.565726,Parque Explora,1,2,Tuesday,0.0
CO,2023-11-06,6.223166,-75.580316,Parque de la Conservación Medellín,6,13,Saturday,5.8
CO,2023-11-06,6.269973,-75.565726,Parque Explora,7,17,Saturday,5.0
CO,2023-11-06,6.223166,-75.580316,Parque de la Conservación Medellín,3,6,Friday,4.7
CO,2023-11-06,6.269973,-75.565726,Parque Explora,2,6,Wednesday,1.5
CO,2023-11-06,6.252391,-75.568911,Museo de Antioquia,3,11,Sunday,35.0
CO,2023-11-06,6.269973,-75.565726,Parque Explora,2,6,Friday,0.0
DO,2023-11-06,6.269973,-75.565726,Parque Explora,1,8,Tuesday,1.0
ES,2023-11-06,6.223166,-75.580316,Parque de la Conservación Medellín,1,3,Sunday,1.0
US,2023-11-06,6.252391,-75.568911,Museo de Antioquia,2,2,Friday,0.0
CO,2023-11-06,6.2213143,-75.5915718,Aeroparque Juan Pablo II,3,10,Sunday,0.3
MX,2023-11-06,6.269973,-75.565726,Parque Explora,1,5,Friday,1.0
CO,2023-11-06,6.223166,-75.580316,Parque de la Conservación Medellín,4,6,Tuesday,3.5
US,2023-11-06,6.223166,-75.580316,Parque de la Conservación Medellín,3,6,Sunday,0.3
PA,2023-11-06,6.269973,-75.565726,Parque Explora,1,2,Friday,49.0
CO,2023-11-06,6.269973,-75.565726,Parque Explora,19,56,Sunday,5.5
MX,2023-11-06,6.252391,-75.568911,Museo de Antioquia,1,2,Monday,0.0
CO,2023-11-06,6.2235123,-75.5741647,Museum of Modern Art of Medellín,4,15,Sunday,26.3
EC,2023-11-06,6.269973,-75.565726,Parque Explora,5,16,Sunday,0.0
ES,2023-11-06,6.280371,-75.50265,Parque Arví,1,2,Friday,93.0
CO,2023-11-06,6.223166,-75.580316,Parque de la Conservación Medellín,16,49,Sunday,0.7
CO,2023-11-05,6.223166,-75.580316,Parque de la Conservación Medellín,3,6,Friday,4.7
ES,2023-11-05,6.223166,-75.580316,Parque de la Conservación Medellín,1,3,Sunday,1.0
CO,2023-11-05,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Thursday,0.0
CO,2023-11-05,6.2235123,-75.5741647,Museum of Modern Art of Medellín,4,15,Sunday,26.3
CO,2023-11-05,6.269973,-75.565726,Parque Explora,19,56,Sunday,5.5
PA,2023-11-05,6.269973,-75.565726,Parque Explora,1,2,Friday,49.0
AW,2023-11-05,6.25184,-75.56359,Medellín Bus Tours,1,2,Friday,0.0
CO,2023-11-05,6.269973,-75.565726,Parque Explora,7,17,Saturday,5.0
CO,2023-11-05,6.223166,-75.580316,Parque de la Conservación Medellín,16,49,Sunday,0.7
CO,2023-11-05,6.269973,-75.565726,Parque Explora,2,6,Friday,0.0
CA,2023-11-05,6.269973,-75.565726,Parque Explora,1,2,Tuesday,0.0
MX,2023-11-05,6.269973,-75.565726,Parque Explora,1,5,Friday,1.0
US,2023-11-05,6.252391,-75.568911,Museo de Antioquia,2,2,Friday,0.0
US,2023-11-05,6.223166,-75.580316,Parque de la Conservación Medellín,3,6,Sunday,0.3
CO,2023-11-05,6.269973,-75.565726,Parque Explora,2,6,Wednesday,1.5
ES,2023-11-05,6.280371,-75.50265,Parque Arví,1,2,Friday,93.0
CO,2023-11-05,6.223166,-75.580316,Parque de la Conservación Medellín,1,1,Wednesday,0.0
CO,2023-11-05,6.223166,-75.580316,Parque de la Conservación Medellín,6,13,Saturday,5.8
US,2023-11-05,6.223166,-75.580316,Parque de la Conservación Medellín,2,3,Saturday,0.5
CO,2023-11-05,6.223166,-75.580316,Parque de la Conservación Medellín,4,6,Tuesday,3.5
EC,2023-11-05,6.269973,-75.565726,Parque Explora,5,16,Sunday,0.0
CO,2023-11-05,6.2213143,-75.5915718,Aeroparque Juan Pablo II,3,10,Sunday,0.3
PA,2023-11-05,6.223166,-75.580316,Parque de la Conservación Medellín,2,10,Sunday,3.0
DO,2023-11-05,6.269973,-75.565726,Parque Explora,1,8,Tuesday,1.0
CO,2023-11-05,6.252391,-75.568911,Museo de Antioquia,3,11,Sunday,35.0
DO,2023-11-04,6.269973,-75.565726,Parque Explora,1,8,Tuesday,1.0
CO,2023-11-04,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Thursday,0.0
CO,2023-11-04,6.269973,-75.565726,Parque Explora,2,6,Wednesday,1.5
CO,2023-11-04,6.223166,-75.580316,Parque de la Conservación Medellín,4,6,Tuesday,3.5
CA,2023-11-04,6.269973,-75.565726,Parque Explora,1,2,Tuesday,0.0
US,2023-11-04,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,5,Sunday,0.0
CO,2023-11-04,6.2726953,-75.5671962,Parque Norte Medellín,1,3,Sunday,0.0
ES,2023-11-04,6.280371,-75.50265,Parque Arví,1,2,Friday,93.0
US,2023-11-04,6.223166,-75.580316,Parque de la Conservación Medellín,2,3,Saturday,0.5
CO,2023-11-04,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Sunday,1.0
CO,2023-11-04,6.269973,-75.565726,Parque Explora,2,6,Friday,0.0
CO,2023-11-04,6.223166,-75.580316,Parque de la Conservación Medellín,3,6,Friday,4.7
MX,2023-11-04,6.269973,-75.565726,Parque Explora,1,5,Friday,1.0
CO,2023-11-04,6.269973,-75.565726,Parque Explora,1,5,Sunday,2.0
PA,2023-11-04,6.269973,-75.565726,Parque Explora,1,2,Friday,49.0
AW,2023-11-04,6.25184,-75.56359,Medellín Bus Tours,1,2,Friday,0.0
US,2023-11-04,6.252391,-75.568911,Museo de Antioquia,2,2,Friday,0.0
CO,2023-11-04,6.223166,-75.580316,Parque de la Conservación Medellín,1,1,Wednesday,0.0
CO,2023-11-04,6.269973,-75.565726,Parque Explora,7,17,Saturday,5.0
CO,2023-11-04,6.223166,-75.580316,Parque de la Conservación Medellín,6,13,Saturday,5.8
ES,2023-11-04,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Sunday,88.0
PR,2023-11-04,6.269973,-75.565726,Parque Explora,1,2,Sunday,3.0
CO,2023-11-03,6.223166,-75.580316,Parque de la Conservación Medellín,4,6,Tuesday,3.5
CO,2023-11-03,6.223166,-75.580316,Parque de la Conservación Medellín,2,4,Saturday,0.0
CO,2023-11-03,6.269973,-75.565726,Parque Explora,2,6,Wednesday,1.5
DO,2023-11-03,6.269973,-75.565726,Parque Explora,1,8,Tuesday,1.0
ES,2023-11-03,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Sunday,88.0
CO,2023-11-03,6.223166,-75.580316,Parque de la Conservación Medellín,1,1,Wednesday,0.0
CO,2023-11-03,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Sunday,1.0
US,2023-11-03,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,5,Sunday,0.0
MX,2023-11-03,6.269973,-75.565726,Parque Explora,1,5,Friday,1.0
CO,2023-11-03,6.269973,-75.565726,Parque Explora,1,5,Sunday,2.0
MX,2023-11-03,6.252391,-75.568911,Museo de Antioquia,1,1,Saturday,0.0
PA,2023-11-03,6.269973,-75.565726,Parque Explora,1,2,Friday,49.0
US,2023-11-03,6.223166,-75.580316,Parque de la Conservación Medellín,2,4,Saturday,0.0
CO,2023-11-03,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Thursday,0.0
CO,2023-11-03,6.269973,-75.565726,Parque Explora,2,6,Friday,0.0
US,2023-11-03,6.252391,-75.568911,Museo de Antioquia,2,2,Friday,0.0
CO,2023-11-03,6.223166,-75.580316,Parque de la Conservación Medellín,3,6,Friday,4.7
CA,2023-11-03,6.269973,-75.565726,Parque Explora,1,2,Tuesday,0.0
PR,2023-11-03,6.269973,-75.565726,Parque Explora,1,2,Sunday,3.0
ES,2023-11-03,6.280371,-75.50265,Parque Arví,1,2,Friday,93.0
CO,2023-11-03,6.2726953,-75.5671962,Parque Norte Medellín,1,3,Sunday,0.0
CO,2023-11-03,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,6,Saturday,7.0
AW,2023-11-03,6.25184,-75.56359,Medellín Bus Tours,1,2,Friday,0.0
US,2023-11-02,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,5,Sunday,0.0
CO,2023-11-02,6.269973,-75.565726,Parque Explora,2,6,Wednesday,1.5
CO,2023-11-02,6.223166,-75.580316,Parque de la Conservación Medellín,4,6,Tuesday,3.5
PR,2023-11-02,6.269973,-75.565726,Parque Explora,1,2,Sunday,3.0
CO,2023-11-02,6.2726953,-75.5671962,Parque Norte Medellín,1,3,Sunday,0.0
DE,2023-11-02,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,1,Friday,2.0
CO,2023-11-02,6.269973,-75.565726,Parque Explora,1,5,Sunday,2.0
MX,2023-11-02,6.252391,-75.568911,Museo de Antioquia,1,1,Saturday,0.0
CA,2023-11-02,6.269973,-75.565726,Parque Explora,1,2,Tuesday,0.0
CO,2023-11-02,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Sunday,1.0
CO,2023-11-02,6.223166,-75.580316,Parque de la Conservación Medellín,1,5,Friday,0.0
DO,2023-11-02,6.269973,-75.565726,Parque Explora,1,8,Tuesday,1.0
